,TCGA-0001,TCGA-0002,TCGA-0003,TCGA-0004,TCGA-0005,TCGA-0006,TCGA-0007,TCGA-0008,TCGA-0009,TCGA-0010,TCGA-0011,TCGA-0012,TCGA-0013,TCGA-0014,TCGA-0015,TCGA-0016,TCGA-0017,TCGA-0018,TCGA-0019,TCGA-0020,TCGA-0021,TCGA-0022,TCGA-0023,TCGA-0024,TCGA-0025,TCGA-0026,TCGA-0027,TCGA-0028,TCGA-0029,TCGA-0030,TCGA-0031,TCGA-0032,TCGA-0033,TCGA-0034,TCGA-0035,TCGA-0036,TCGA-0037,TCGA-0038,TCGA-0039,TCGA-0040,TCGA-0041,TCGA-0042,TCGA-0043,TCGA-0044,TCGA-0045,TCGA-0046,TCGA-0047,TCGA-0048,TCGA-0049,TCGA-0050,TCGA-0051,TCGA-0052,TCGA-0053,TCGA-0054,TCGA-0055,TCGA-0056,TCGA-0057,TCGA-0058,TCGA-0059,TCGA-0060,TCGA-0061,TCGA-0062,TCGA-0063,TCGA-0064,TCGA-0065,TCGA-0066,TCGA-0067,TCGA-0068,TCGA-0069,TCGA-0070,TCGA-0071,TCGA-0072,TCGA-0073,TCGA-0074,TCGA-0075,TCGA-0076,TCGA-0077,TCGA-0078,TCGA-0079,TCGA-0080,TCGA-0081,TCGA-0082,TCGA-0083,TCGA-0084,TCGA-0085,TCGA-0086,TCGA-0087,TCGA-0088,TCGA-0089,TCGA-0090,TCGA-0091,TCGA-0092,TCGA-0093,TCGA-0094,TCGA-0095,TCGA-0096,TCGA-0097,TCGA-0098,TCGA-0099,TCGA-0100
Gene_370,2.682158369,6.355595799,2.792872345,1.845331445,2.690606513,2.632346443,8.132891923,2.301541315,1.489370204,2.747603527,2.997464063,3.600770978,3.966487432,7.226559387,2.01812356,1.928466501,1.075657133,3.784171162,1.744281664,4.245595701,2.125873004,6.442901524,1.327432407,4.533357123,4.271313031,3.537032926,1.55483301,3.545132054,2.896309587,1.088577605,5.924738167,2.286893376,5.700813295,2.62785855,4.442259004,1.768686966,3.025926959,2.92113137,2.312200079,1.760131625,0.586606897,1.780902567,3.85840759,1.353082368,1.500702272,1.326532767,3.017546422,1.738976475,5.003669226,3.924778253,3.004352384,3.164435977,1.856189933,1.856427027,3.878751305,4.291756166,3.861791465,2.148368403,2.235218444,1.705949094,3.991339619,1.019459127,0.902922863,0.997573263,0.931140927,5.357891125,4.028534579,1.492871877,2.578050638,5.657008319,3.490689602,7.823938983,2.567331244,1.958973334,1.583195728,2.750608962,4.340685113,2.856401217,2.272549889,5.095002807,3.541130577,2.568396442,1.852811774,2.393552357,3.443104762,1.840110386,1.466932566,2.138114512,2.652215037,5.374390018,1.521933118,3.044613758,2.366031936,2.425480398,5.868993485,2.830932234,1.72154569,4.239194865,4.086220018,1.647756135
Gene_371,1.497102593,3.337626289,2.67383973,2.148368351,4.609637654,2.021540111,3.356106262,4.890635157,2.294315564,1.089207789,2.222129807,2.988112361,4.488429985,2.094719501,6.433680202,1.419903357,2.950786758,2.411908838,5.331035231,1.301056218,3.362946012,2.405804079,5.839063795,1.796285029,3.345643766,1.78765415,2.986287833,2.259893218,2.242037661,1.006302123,3.344415809,1.582301498,1.555287152,1.249018818,1.603157819,3.491180332,3.406163703,3.788065552,1.62662864,3.026451505,1.99832281,4.381384824,3.363583681,1.957642291,4.573541123,3.503183653,1.358659547,1.178495835,1.385633021,6.200257716,1.636023638,6.945334254,1.594150047,1.511447003,4.220595537,4.31786754,3.589139883,3.811623245,1.820641866,4.122672416,3.064849103,2.264518843,2.849974221,4.619668314,3.306615972,0.924131366,4.244457167,4.084990312,2.24895949,2.881681986,2.875912098,1.010323132,2.223683034,2.267122624,2.510888226,2.089816197,3.786419633,1.813820784,4.284648777,3.698291816,5.36667853,6.468210701,6.48976234,1.5025911,3.228743066,1.898581203,14.01530287,3.695203693,5.518775439,3.379354624,0.727805423,1.837153723,1.92939895,2.236545217,3.253671822,3.492669565,0.73076144,2.414615878,2.132003055,5.422295023
Gene_372,3.655095795,2.480502694,3.039948006,1.169397292,3.783600322,2.230510626,1.815408686,5.244164423,3.116748813,1.948937856,2.009334207,3.263999128,3.139569373,2.758570265,1.489323226,1.603627082,1.869821573,2.464346805,2.662710179,2.509326743,2.567358423,6.963086223,4.156299118,4.923936825,3.428531364,2.818490157,3.336689407,3.0432015,4.071408891,1.669342384,3.905452085,2.955090671,1.101261654,2.83732255,1.41466266,2.080277219,2.51030603,1.279474012,2.646212596,2.812950798,3.96512296,2.166509452,3.118142594,2.591647115,2.205302377,1.179052739,2.570755556,3.94423985,1.704278075,2.437829439,2.62414817,4.717223174,2.759512164,3.139437638,2.706542463,2.125159987,1.541510903,2.357175196,3.309111261,2.890814175,5.69596748,4.361979719,5.054500074,0.98399122,5.987459066,3.106217654,3.334966823,4.254654979,2.747410012,1.591711299,5.605250886,1.85130162,1.660537442,2.417779465,2.241169959,2.72346078,2.588027132,5.331138853,3.42007096,1.770215889,1.896002781,2.238723139,2.243191206,2.101450733,1.566946766,3.143073267,2.164518097,1.688936888,3.465086504,4.153332398,2.404114035,6.624289907,8.229788778,3.484919959,2.150272634,3.109546132,1.473703275,1.757809086,1.171934065,1.985294982
Gene_373,1.46776359,3.713698818,1.869032163,3.121490605,3.950938795,4.882567486,2.277976911,3.175035297,3.226025068,5.134824629,4.021998987,5.215695758,1.182551356,1.95006849,4.553555777,3.634061591,2.553531306,2.144647189,4.032321531,1.010263779,4.039397684,2.844377199,2.128846409,3.49460535,2.241119368,2.758009896,2.656148389,3.944274217,2.94347516,1.046488396,1.355205494,1.580777632,3.415323895,3.590983824,6.266253151,1.63686822,5.231125653,1.031548083,2.742524862,3.072838416,3.067292125,2.328448675,2.883335535,1.465783944,4.18949727,3.079894111,3.258010414,2.364323109,2.307143519,3.533770556,6.019396018,1.354164223,1.320439866,3.105276173,2.302280047,2.892302466,2.686140333,3.709899116,2.355889316,1.48571198,1.831385931,2.508723787,1.451379909,2.668650854,2.802122954,2.27299467,3.018050421,1.212713862,1.687769493,1.535184481,4.220393495,8.611357756,1.749955239,2.416641778,1.921844455,3.036217874,2.00530401,3.131117402,3.790558267,1.474158813,3.113530084,1.108460359,2.391050999,2.312108288,2.424030074,2.325580701,2.122376475,2.380020047,3.06200168,3.105356749,2.879451062,2.040513084,4.6653755,5.828021293,1.427311839,2.950971913,2.150991791,4.318028906,2.701218316,2.791527603
Gene_374,3.481571985,2.342527608,6.288613007,3.507381909,4.33102289,2.434453271,2.556328806,4.078839166,3.87905332,1.455960374,2.897407287,3.44498301,2.546830608,3.285319091,2.601278035,0.883931709,1.411360708,4.425982187,2.405625312,2.988720883,2.713316259,1.799215705,2.152135842,3.204239377,3.371973118,8.118981662,2.140691506,6.267136672,1.767900278,3.470504932,2.971112048,2.552484566,2.710602064,1.991110462,4.271445428,1.783704675,3.185989641,3.966678786,5.430881973,4.418873213,3.619061446,1.976117416,1.835124678,1.538350221,1.466483291,2.716374212,1.889461086,4.951115067,2.03504759,2.849455487,2.381375152,1.347257819,4.686661127,3.848721604,4.076590774,3.660037269,1.859406745,1.877564611,3.407550895,5.879429792,3.296922471,4.433695072,2.089790525,4.706410215,2.203982176,3.065098285,2.263516217,4.240062827,4.269005921,1.299019124,5.273260791,8.919185193,2.275804596,2.551290257,5.051649871,2.810559932,2.712885544,7.018042738,1.381060137,1.83220184,3.34983636,1.209524979,2.255779091,2.245475235,4.396843557,3.843665687,1.171618792,1.922138425,1.925088341,2.439302314,1.570236752,3.406972173,1.921116381,3.648481188,2.714405276,1.671067144,5.441956524,5.522680372,3.14298397,2.411856767
Gene_375,1.602962682,4.643910005,4.101364682,1.809412175,1.928212934,3.41596569,1.510254419,1.988055028,1.615617388,1.641865336,1.896419724,4.275931944,1.13057546,3.376170706,3.092480954,4.411310814,3.091092207,2.249212911,1.80822398,4.460254544,3.485020903,2.124278405,4.28215275,2.175070097,2.717002002,2.009243224,3.549905389,1.653516653,2.34129842,1.959566173,3.101407314,3.30106109,1.565052761,3.330810589,1.299056599,8.13346137,2.104890539,4.593445208,3.005918553,3.067606913,1.517346426,4.144244191,2.785210812,3.43861868,2.597742604,2.900901444,1.744406185,2.518225436,2.203518489,1.910212326,2.907410638,3.259890083,3.081406057,2.582788431,3.338609916,3.068172495,2.854120108,2.953749883,4.911117413,1.488045062,2.31799344,3.219053281,1.231991602,5.426488511,3.087645844,4.386145759,4.75825469,3.340854005,0.890210923,2.92661689,3.022074321,1.578644586,1.110891973,3.424086262,1.45558056,7.619483647,3.100516284,5.34283205,2.760968985,3.958120985,2.791647618,4.494194556,0.981016548,4.237925675,3.79764858,2.516638723,2.215366954,2.340697296,3.131097194,4.987923457,2.081118306,1.160808163,9.414871298,3.802988794,2.235341903,4.925488017,4.335543386,3.476900329,2.141430693,3.794912142
Gene_376,4.68693763,1.150231969,3.041185757,3.155313482,3.105076432,2.781782219,4.918661977,2.445724831,2.714498645,3.18302709,2.486721649,1.359340114,3.025465675,3.042647999,2.264643744,2.54426687,0.554363251,4.973893952,4.26531096,1.392477326,1.939182277,5.608373117,1.52588514,3.452951404,2.125467195,3.336995924,2.787287812,2.359345111,3.301117134,2.124372378,1.113918037,1.709393904,1.6097368,1.218889771,3.269705871,2.493323737,3.244530102,3.526746159,3.967889806,3.331627324,1.665617127,3.631924825,3.037097743,8.12586667,2.729065301,3.29185058,2.592408057,2.7855572,2.693101014,2.187344414,2.970341202,3.709437401,2.203939984,4.127973647,3.885125025,1.750442957,1.6789274,3.401024467,2.026341818,1.611466568,6.413779502,1.67671449,1.268965848,1.837035821,3.052082355,2.820110416,6.983894518,1.851143444,3.058969833,4.779062723,1.95519919,3.86461515,1.087535851,6.549425067,4.469957411,1.934139455,4.116111426,5.241414736,1.42713039,2.013875652,5.328350454,2.81155144,3.380700995,2.815383859,4.245011046,3.512984005,2.866548326,0.950424717,3.743441275,3.914237271,1.462621778,1.513160555,3.521191046,2.995653887,1.012682964,1.802165771,3.180128324,3.812703184,2.029603371,2.525077501
Gene_377,1.751239718,5.269638883,2.966236978,1.946739377,1.524778699,1.442757648,6.724633055,2.492394956,2.226073909,2.443369655,1.983563763,2.576661976,2.76617141,2.738750422,1.445855374,4.247011207,2.061678142,1.955543826,1.911879886,1.606028166,3.107749506,4.252431709,1.893648498,1.081595329,1.626519899,2.172453177,1.468560023,2.015030145,2.063155461,2.697310024,1.313273358,3.632992492,6.23681359,5.554223352,2.029882534,3.797441614,3.579155587,2.659764057,2.969824382,3.824860127,4.227825954,1.811515646,3.950513992,6.254062557,4.225302353,5.860479684,0.746948022,3.661432745,3.102243734,4.542794488,1.548345469,2.110509641,4.264258746,1.600259368,3.068402687,2.695357122,2.464612678,3.619548597,1.55620413,1.840323938,2.535461324,1.490943018,5.030205817,1.823242358,4.027576378,1.754613047,3.865529236,1.216010797,5.497578379,4.794965448,2.062065697,1.798907766,3.417472546,1.267373805,2.76592756,1.815218385,2.393711146,1.970082883,1.823605679,6.375082798,4.015941203,1.297018941,1.754341017,4.17337272,4.412067595,1.359964576,3.854735623,3.103450503,1.029594482,2.221985445,2.539375899,2.784994512,1.404538257,1.856127351,1.990783203,2.07957208,2.096986421,2.543862371,3.173446774,6.600285213
Gene_378,4.201511648,5.251069104,2.137468441,1.64549035,4.058090885,2.69633793,3.91634531,1.748660188,3.759509698,2.490230451,2.158793515,2.262843294,3.473687496,4.003106394,2.263229829,3.228943243,3.223308115,3.932079536,4.452463759,6.72351238,2.154190052,5.640681829,2.882151856,1.572394155,1.96355726,3.431440213,3.903526424,1.635365083,1.855321269,2.082234657,1.765291776,1.061791425,0.896141588,2.245877789,3.083420846,3.772707085,1.375521543,1.387259809,2.087643042,2.722828491,4.501410536,3.891758199,2.261630276,3.254626922,1.782880617,2.821229768,2.634750139,5.48573532,3.479113576,1.848930709,1.858412423,2.301254096,1.243297343,2.422959704,2.529876267,3.43241275,3.691609996,2.856103275,1.20322284,1.476208143,2.008619235,3.766498252,3.703439511,2.399549145,8.8451139,5.934506018,5.052886676,3.858695131,3.418735948,3.296258436,1.102395386,1.606981897,2.432529364,2.897754851,2.554283461,3.11471729,0.949660929,3.500242149,2.804061152,2.475085697,4.321731004,1.611609402,2.414645713,3.133683676,1.774456796,0.998329408,1.527267124,2.631725478,2.400051339,2.693568718,1.954944057,1.410392569,2.911021729,2.501119678,3.739371097,1.870409907,0.989628167,0.739168045,2.22390663,2.897807977
Gene_379,2.420184408,2.049149387,1.226676885,1.056877597,3.266233187,2.425892226,2.266509182,1.257498616,1.676773984,2.780281481,3.133993208,2.503976164,5.417447227,2.038579113,5.172912938,3.029608432,2.869296051,4.333005267,1.989605397,2.30573217,1.474367696,4.338836657,3.214760051,4.706274771,3.011480148,4.718642289,1.870779966,4.453186149,2.227973741,2.721725266,3.912504698,8.705200637,4.09606369,4.293804061,2.069508258,2.940262889,2.591058207,5.494969665,2.527000187,5.281821008,1.417899635,5.470601985,1.76702895,4.165940576,1.764442486,3.703112302,1.679853219,4.564187305,4.147985244,2.013060675,3.629308936,4.36542838,1.713161464,1.6209276,1.590975952,1.482157283,1.58717162,4.316280796,3.592775094,1.164158963,2.10626557,1.523608761,4.181897531,2.170976642,1.255816914,2.959684083,3.681226755,1.687335712,2.381051131,1.73117827,5.06332659,2.190918652,1.894738627,2.64941074,2.450336434,3.835296312,4.992933501,5.011882663,2.245765223,3.166278162,5.721608403,5.832813093,1.754259662,3.655096914,3.358863882,4.319733766,5.062238536,1.615285943,1.924489711,4.279363905,2.927109383,0.892596539,1.181587388,3.785911098,4.135281739,1.384385208,4.709509588,2.463113831,1.630298187,2.05412929
Gene_380,1.474956336,1.997795871,1.067747207,2.619762135,3.645739932,1.385813756,2.741513487,1.817885452,3.797718219,0.854530105,3.880423992,1.095402309,2.447408787,1.907018336,2.26970198,1.265294146,6.234315691,1.428633597,1.486126688,6.668602332,3.194245207,1.451898105,2.54875795,2.416053117,1.169030276,1.8605436,2.682662158,5.120279119,2.47337862,2.56812843,1.808353322,4.701799889,4.268066335,4.033632709,2.874616956,1.222274197,4.680172412,2.797328554,2.329617845,3.401544288,3.040721589,1.59265272,2.315443091,1.049121979,2.837755201,5.286010929,1.107596587,2.898849792,3.797106263,4.088501379,1.871808582,1.56656392,2.02683207,4.930475901,1.156296445,1.479962134,2.161095476,1.66889944,2.662228708,5.513849233,1.488979188,2.526454438,2.707090699,2.299534878,1.234649979,1.976024976,1.978980522,3.731282386,3.352779317,1.251136233,2.239901342,2.116729896,7.223558091,3.146077976,1.586104152,1.843380361,2.249543486,3.258228972,3.464126377,3.004891081,2.447623068,2.539582857,2.548526596,1.114655124,2.636241396,2.03678579,1.189561664,9.106070591,3.17609293,2.73614947,2.257901867,3.916158619,1.520212109,2.324832176,1.68862495,3.899239082,1.797918177,4.714599194,2.586646648,4.003804557
Gene_381,3.319882671,4.616433406,1.703034572,4.275117522,1.071120903,2.777533715,2.068945452,1.346797171,1.738876017,1.973230677,2.463847516,2.090859393,2.829253757,1.794848904,2.141638413,2.352472652,2.977393077,4.155462114,4.165479952,3.061001028,3.370720461,3.176987618,2.322580639,4.2643574,1.720748643,0.976214703,1.61487137,5.482495648,2.344995378,3.117603205,2.370320058,3.599635767,2.81610953,2.626636145,3.694662341,2.153643439,3.274086475,2.490887741,2.576126395,1.805253907,2.440058893,2.073791812,4.78248406,1.17112423,4.240282718,1.136406578,3.55589866,1.788066526,3.608027168,2.558242492,1.328198247,5.3618511,4.008123413,3.495889076,1.973512851,4.077737526,1.431000985,0.892415845,1.244628467,1.714301968,1.863733172,2.187103828,2.236212044,1.964191792,0.943501442,2.992357935,2.381338259,1.919046039,5.468534396,2.408290881,2.799010232,4.046794458,1.290551413,2.68772463,4.040118111,2.596944466,1.416697851,2.135631265,2.987668517,0.947963817,1.382190421,7.291931391,3.463553599,5.707238494,4.191919949,3.310144426,2.329049817,3.289076865,5.612420541,4.107314718,2.954723725,2.493846918,3.487418556,2.083353169,3.487681557,1.9175,2.277411649,1.62603944,2.181730737,1.93118957
Gene_382,6.334163086,1.738029711,3.295037826,1.693096059,2.782773294,3.142308437,1.077289499,1.351411032,1.686513541,1.416772735,2.835001882,3.068810737,1.597538524,2.892436477,2.198907603,2.586387161,1.985336369,3.468868174,6.156230316,4.003492511,5.455888174,1.347953624,1.938947788,3.606067763,5.77851707,3.76301393,1.627244278,2.187307494,3.211384711,2.503451148,1.823237508,2.351075254,2.698731885,1.580180921,4.447110397,2.181892433,2.62140881,4.560929096,2.553591161,4.437891668,1.624824109,3.375278898,4.13571893,1.79510946,2.486348588,2.512208402,3.018679876,3.446643327,1.723568586,2.637872104,6.023443386,4.604059415,4.042736938,2.468498821,7.880689597,4.548998479,2.769618081,3.034981588,2.16100885,3.309131756,3.65661376,3.862459058,2.483473174,1.301022288,3.067595939,3.870550531,1.666496185,2.59758901,5.316062579,1.48923486,2.358752376,5.717716852,2.941317697,2.089644772,2.708741683,4.108091503,2.455295775,3.664863379,3.057186594,3.18527684,3.783958771,2.345704911,1.695104894,3.445943709,2.544153403,2.172642975,3.536694892,5.148335922,2.516101824,2.729790235,1.505486935,2.431851,3.036316865,2.690636952,2.268053747,3.907590076,2.798276912,9.918498602,3.015783406,0.688492106
Gene_383,1.558905848,3.546849127,1.970613863,2.032740466,1.462847792,2.141772516,2.995058841,3.296686447,1.632401387,4.06617623,1.498276511,3.38372798,3.217238514,1.703731605,1.605350699,3.290847796,2.054553893,2.471314826,3.833077131,3.454122968,1.719490012,2.646426938,1.703427502,4.199516816,5.86063777,1.781494008,2.676249698,4.300496605,2.751387979,3.599347733,2.789334859,1.602553262,2.884820007,4.77618361,3.180842297,6.121683509,1.121030185,3.285516025,1.965990142,1.754500883,5.29736382,2.39287964,2.280118395,3.227758529,0.926575982,5.351800091,7.044274485,4.295451716,3.340080372,2.439302863,1.587870548,4.938353163,4.298090317,3.404363964,3.211745134,3.159128527,2.089723248,9.493282222,2.356525362,2.196022794,4.760264129,2.678875492,2.69258781,5.513968975,3.816400202,3.914584813,1.337958243,3.321013772,1.644104785,2.165178913,2.967799101,2.669510438,3.770128754,3.996223643,4.148790806,1.388049506,8.858071976,2.685080115,4.985165871,0.77324725,2.380559633,1.309517765,1.767060294,2.787870035,2.299347256,5.243601144,6.583035746,1.676289791,2.129990282,1.623291505,4.845013781,2.943271749,2.762581545,3.177940055,2.326615309,1.771390776,2.788565698,2.37856132,3.233328295,1.202028704
Gene_384,2.983745204,1.925868427,2.931905253,4.273977125,2.058291201,4.944917384,1.138394239,5.882103378,5.049286904,1.744913845,1.752226551,1.287267846,4.308929063,2.304340673,2.221349846,1.550523349,6.726042602,1.671329697,2.751326253,3.028249879,2.227020088,2.012856067,2.26001009,3.606243563,2.285240847,6.12741426,1.843158465,3.963206328,1.129528901,1.843263206,1.807335962,1.565246365,3.132201944,2.572572583,0.869867951,7.37258005,2.968355504,2.71988249,5.233390904,4.456797437,2.341784752,1.024027591,3.604535172,1.67963568,5.05123228,1.843965045,2.168566939,1.388757486,1.446074031,2.57400309,2.456825909,2.14268281,7.587527737,3.675992569,2.732239661,0.684776429,4.10778566,12.14925862,2.474466636,1.812566394,2.949578643,1.328825718,3.42475615,5.755232736,1.943585474,1.975219652,2.612093705,2.115709853,1.276141913,2.242028763,2.02687539,5.383170063,4.843741016,5.466598014,4.058699089,3.012865007,1.755574206,5.275417451,3.234565861,1.456425034,1.721276048,1.445026137,0.974320981,3.301117648,1.46383882,1.86270058,2.771586263,2.47453757,1.902709798,5.809325705,1.267026421,1.294749093,3.41754328,1.987611204,1.949116342,1.584837668,3.219096059,3.042914999,2.88510575,2.030986304
Gene_385,1.867284429,2.505411721,4.407333705,5.954097864,4.738296375,3.500369978,4.44192609,1.505359989,1.902397367,3.533183313,2.562336574,3.217977928,4.435909178,4.104213555,1.575414236,2.734427671,1.715301229,1.842901037,1.155537377,2.906065839,1.113616375,3.310392027,5.361392872,3.543688237,2.78972822,5.85457884,3.201831048,1.765843254,2.893749962,7.24162588,1.574095124,1.363340666,3.696750992,2.430199654,2.083395599,1.448328727,1.025257582,1.3123048,6.094963428,2.706247201,1.018995929,4.913777377,5.040054943,5.0259625,2.200609451,2.376418908,2.911923711,5.476812406,2.059677651,1.864127989,3.849096457,4.976005033,2.647470492,3.800831862,2.875490827,2.397382931,1.795638916,1.526641232,1.998939858,1.668575731,3.132217645,4.996675962,3.010194443,1.7154035,4.169051453,3.153272328,3.481325146,2.096598238,4.79075628,4.778529433,2.479275617,3.893178516,4.714979537,2.153972662,2.610079488,2.828921882,1.570022454,3.390004524,4.532444451,2.529589387,3.221751086,5.470064445,2.219815452,3.254805432,2.044378639,2.016668415,3.22504412,3.066953684,3.587784639,2.823788364,3.430038236,6.251112738,4.617969945,3.219386616,3.498917025,2.340931655,2.510307999,3.477210755,2.840059812,4.041069312
Gene_386,5.121956535,2.583427536,0.995402332,7.51645384,1.961584929,2.996907284,3.910816373,5.498562912,6.706096944,2.266107113,4.927564666,3.001133218,10.71454147,4.712517952,2.487462105,1.828440818,0.731034326,3.808890597,4.500661469,3.946109758,0.838025103,1.44917511,3.457036568,6.637675771,2.643815394,4.69153175,1.620600222,3.014892023,2.369478608,4.922392717,2.075250428,6.287140406,2.330641982,1.592123249,1.619060983,1.991297495,3.271614729,2.003729136,1.803557877,4.241445054,0.545741802,2.192536695,1.394981183,1.760719938,3.070606078,2.453176407,2.344839645,4.927119018,2.699835702,6.706172942,3.881011785,1.676394136,7.149525459,3.123807693,6.930097827,2.379647169,3.114647157,3.373858627,2.499131104,5.13438463,7.144129741,0.863541658,4.085357286,1.738022713,0.74348683,3.520169452,3.524141106,3.819286357,3.272368187,4.210210353,2.01068528,3.100821866,3.85389041,5.34669205,2.778532016,2.442695682,2.644231706,1.496611342,3.994075519,1.311723008,3.305150639,2.835695153,1.251713881,1.287917985,1.773853438,2.288803086,5.698708902,2.571867829,3.572420824,5.120759094,4.648681568,2.708703599,1.910256187,3.48834454,1.92940968,6.735569242,4.195024792,3.017257035,3.512527568,2.971726939
Gene_387,2.26106329,3.487917887,2.407416185,7.158813223,1.92254206,3.505729789,1.837924146,1.828357336,1.112884249,3.33922102,2.08291227,4.672502332,3.342261576,2.927393185,1.342791442,3.641707454,1.9521414,1.327875972,3.371159464,1.448971059,0.955460028,5.199524751,2.053681423,1.136275684,1.679849313,1.895483975,4.816818487,1.183547305,1.391729,4.437989672,2.170882142,3.046448144,2.12662738,7.465445281,1.426398052,3.130077716,5.763115959,2.25355055,1.86472385,3.98904365,4.490806941,1.822206551,5.646852425,2.78879763,3.505666461,5.720982723,3.992390255,2.717943185,1.942943219,10.53025798,1.832153244,3.186950639,3.507819761,3.591804543,7.877483231,2.783711746,2.592096563,5.907005555,2.539730383,4.212314121,2.995750904,4.308059015,3.906821542,2.222080569,1.081115836,1.177090414,1.083082026,2.597116202,0.838355717,2.509302534,2.906308367,4.170822349,3.497994612,4.26713454,3.343280672,2.312268853,2.577986139,1.775670359,3.046651943,1.231092793,4.632134268,1.684894679,2.935631702,3.192292043,4.86157014,1.172828463,2.31005284,3.578429145,6.524678999,2.666018434,2.019453936,7.489442619,4.06039531,5.402255956,1.484725098,3.527412333,1.581442444,1.415493167,3.636203096,3.765662089
Gene_388,2.136126284,5.562338505,2.260283186,2.375028632,2.669738727,2.407354945,5.148117242,1.61469863,1.864193285,1.498247702,6.970998954,2.311138684,1.851029029,2.354541829,4.155896007,3.7881688,2.038900154,2.22600147,1.312934587,2.913519092,5.161146362,2.032184695,3.735592779,2.031843487,1.571727724,3.819577832,8.791845936,3.566953266,2.210175461,2.282604282,7.061042438,3.16923429,1.853437438,2.635011294,3.026994556,3.437026991,5.789346435,5.144608366,3.001521685,2.662465022,3.313459704,2.00547964,4.437116248,2.455337192,3.474500246,6.402104633,3.583726695,3.050640544,2.098675164,2.614212673,1.540296147,3.548766482,0.935026214,4.411449335,3.919020616,2.855054587,2.082338525,2.696271894,1.119615124,4.103746355,2.504496535,5.798594656,3.306846918,3.051755153,3.321691261,1.669033484,2.169513755,2.90511933,2.336649035,2.037541154,2.360330944,2.77892721,8.665686385,2.310131207,1.937280646,2.518429528,5.75919351,5.968799749,7.203370474,2.802432392,3.746402832,1.60799452,2.277958423,1.556527862,3.443985508,2.770994778,3.043763764,1.780500654,4.159286987,0.815858539,2.396443849,2.577133424,0.989256872,3.293873406,2.492703683,3.598648822,7.388422867,3.197316733,4.420844107,5.422063947
Gene_389,3.47645657,1.763079875,1.197117201,3.27785436,2.22525405,5.16445993,2.143496597,2.698905902,1.522714583,2.28892818,1.696525778,1.775774164,2.647439314,2.006799203,10.12106708,4.128635957,4.67542448,2.571664877,2.865881808,2.192853201,10.09651637,2.574275385,2.009979455,1.864509265,3.214510251,5.531787617,4.680850165,1.862346601,1.83956352,5.068952833,7.773268146,2.528177649,4.969462594,1.305982913,1.782893755,1.640827813,3.340454573,2.485594805,3.061932714,5.000600446,1.960926191,2.849081191,1.392406981,4.864154255,4.703029412,3.257448023,2.886278774,2.107339039,1.352866132,3.166956305,3.967358093,7.460972783,2.232730425,3.111456079,4.745525187,4.817554525,1.991253862,2.364154147,2.090544741,1.731655203,5.67366167,2.804869193,2.619221847,3.076689192,2.792342872,2.433939926,1.857481117,5.945533284,2.043908423,1.707011135,2.610970978,7.994530407,1.802569862,3.876015176,2.403279343,3.072229821,4.31065749,1.150452791,1.736426812,4.280228506,2.854011482,3.022055776,3.879443861,1.742288109,4.606812881,4.095512501,3.062276531,3.435168116,4.867044572,2.019965578,3.783609731,6.502447327,3.744593719,2.432217484,8.663361794,3.050810372,5.470093994,2.201709916,4.636228669,2.068425058
Gene_390,3.195335593,2.006977674,7.032751253,2.433752571,1.562104478,2.850684842,3.555683809,2.682366725,1.810023603,4.566095227,5.101782634,1.192463488,1.753276851,2.510008593,2.084516953,3.535933336,6.819175728,2.246881478,5.979644395,1.304517932,3.414077778,2.019084633,3.451106711,1.129296731,1.42947145,3.447523879,1.983770937,2.31275903,6.808300894,2.911841604,4.266348278,1.859604676,1.390131231,2.610736432,1.290158783,1.916892142,3.061414638,2.571191863,3.213175475,3.669880859,1.495017096,1.697290005,0.914578388,2.258584628,3.928972647,5.72955824,2.989902968,5.401163708,3.293377098,2.868314888,2.002416221,0.824828312,5.010795794,2.646895682,5.442008827,1.690768976,9.156006436,2.400330347,1.923036608,2.441808557,2.960115273,2.624916266,2.100834812,1.103270248,1.818180381,4.651630646,1.750915247,1.15203009,1.603598435,2.600430104,1.85965208,2.363353206,1.823528568,4.503576902,3.47441026,8.239830582,2.245974161,2.357402583,4.912342972,3.30522382,1.697652917,3.590209866,3.314359687,1.108604543,1.962746269,2.989661275,5.602090623,3.853567036,2.050282714,1.907701373,4.050606496,0.808024258,1.815224839,5.499482524,3.153171399,1.860172869,1.490271454,4.136571621,2.82612262,2.436700256
